,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
42753,Judge2_NO,2905.01,1,11,,CASH/SURETY/PROPERTY,BLACK,2015
42756,ROOM_A,2919.25,1,7,,CASH/SURETY/PROPERTY,BLACK,2015
42764,GAUL_D,2913.51(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42765,Judge2_NO,2925.03,1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
42769,CLANCY_M,2921.331(B),1,5,50000.0,CASH/SURETY/PROPERTY,WHITE,2015
42770,FRIEDMAN_SA,2917.13(A)(2),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
42771,BARKER_PA,2909.05(B)(1)(B),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
42772,ROOM_A,2919.25,1,2,,CASH/SURETY/PROPERTY,BLACK,2015
42773,MATIA_DT,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
42778,ROOM_A,2911.12,1,6,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
42780,RUSSO_NM,2923.12(A)(2),1,0,1000.0,PERSONAL,BLACK,2015
42783,SHEEHAN_BJ,2913.03(B),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
42786,ODONNELL_JP,2919.21(B),1,12,1500.0,PERSONAL,BLACK,2015
42788,Judge2_NO,2903.11,1,3,75000.0,CASH/SURETY/PROPERTY,BLACK,2015
42792,RUSSO_JJ,2923.13(A)(3),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42799,Judge2_NO,2919.25,1,1,50000.0,CASH/SURETY/PROPERTY,WHITE,2015
42802,SYNENBERG_J,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
42804,ROOM_A,2913.02,1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
42809,MATIA_DT,2919.25(A),1,3,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
42810,MCDONNELL_NR,2903.11(A)(1),1,0,25000.0,CASH/SURETY/PROPERTY,OTHER,2015
42817,Judge2_NO,2905.01,1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
42819,MATIA_DT,2913.51(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
42820,SUTULA_KA,2913.02(A)(3),1,1,2500.0,PERSONAL,WHITE,2015
42827,ASTRAB_M,2913.02(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
42828,DONNELLY_MP,2919.25(A),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42830,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,OTHER,2015
42831,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
42840,MASON_L,2913.11(B),1,2,2500.0,PERSONAL,BLACK,2015
42841,ROOM_A,2919.25,1,1,,CASH/SURETY/PROPERTY,HISPANIC,2015
42845,ASTRAB_M,2909.05(B)(1)(A),1,3,1500.0,PERSONAL,BLACK,2015
42846,SAFFOLD_SS,2925.11(A),1,10,2500.0,PERSONAL,BLACK,2015
42850,CORRIGAN_BJ,2950.05.E(1),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42851,RUSSO_MJ,2950.06.F,1,15,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42853,ROOM_A,2950.06.F,1,7,,CASH/SURETY/PROPERTY,BLACK,2015
42854,GALLAGHER_HL,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
42855,GAUL_D,2950.04.E,1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42856,WILLIAMS_CC,2950.06.F,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42857,SUTULA_KA,2950.06.F,1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42858,SYNENBERG_J,2950.06.F,1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42860,GALLAGHER_SM,2950.05.E(1),1,5,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
42861,CALABRESE_DR,2950.05.E(1),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42867,SYNENBERG_J,2925.11(A),1,15,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
42868,MCCORMICK_T,2903.11(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
42869,ODONNELL_JP,2905.02(A)(2),1,12,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
42873,FRIEDMAN_SA,2913.02(A)(2),1,0,1500.0,PERSONAL,BLACK,2015
42875,MATIA_DT,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2015
42878,FRIEDMAN_SA,2919.25(B),1,6,6000.0,CASH/SURETY/PROPERTY,BLACK,2015
42880,RUSSO_NM,2919.25(A),1,0,7500.0,CASH/SURETY/PROPERTY,WHITE,2015
42883,SAFFOLD_SS,2919.25(A),1,2,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
42896,CLANCY_M,2903.11(A)(1),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
42898,CORRIGAN_PJ,2925.11(A),1,0,5000.0,PERSONAL,WHITE,2015
42907,FRIEDLAND_CB,2925.11(A),1,19,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42908,JACKSON_ME,2925.11(A),1,28,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
42910,JACKSON_ME,2921.32(A)(1),1,0,5000.0,PERSONAL,BLACK,2015
42912,FUERST_NA,2903.12(A)(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42915,ROOM_A,2925.11,1,0,1500.0,PERSONAL,WHITE,2015
42916,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,HISPANIC,2015
42924,ROOM_A,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2015
42929,Judge2_NO,2919.25(A),1,0,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
42935,MCCORMICK_T,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
42939,FUERST_NA,2903.13(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
42940,MCDONNELL_NR,2911.02(A)(3),1,16,2000.0,CASH/SURETY/PROPERTY,BLACK,2015
42942,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2015
42945,MCCLELLAND_RC,2903.11(A)(1),1,2,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
42947,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,WHITE,2015
42948,SAFFOLD_SS,2913.02(A)(1),1,1,1500.0,PERSONAL,BLACK,2015
42950,ODONNELL_JP,2903.11(A)(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
42960,FRIEDLAND_CB,2925.11(A),1,4,2000.0,CASH/SURETY/PROPERTY,BLACK,2015
42961,Judge2_NO,2903.11(A)(1),1,7,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
42962,ROOM_A,2903.11,1,9,,CASH/SURETY/PROPERTY,BLACK,2015
42964,ROOM_A,2921.32,1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
42965,SHEEHAN_BJ,2925.11(A),1,0,1500.0,PERSONAL,ASIAN,2015
42969,ROOM_A,2907.05,1,0,,CASH/SURETY/PROPERTY,ASIAN,2015
42973,ROOM_A,2913.02,1,1,,CASH/SURETY/PROPERTY,BLACK,2015
42976,ODONNELL_JP,2925.11(A),1,16,2500.0,PERSONAL,BLACK,2015
42979,JACKSON_ME,2921.32(A)(2),1,2,250000.0,CASH/SURETY/PROPERTY,BLACK,2015
42984,ROOM_A,2905.01,1,0,50000.0,CASH/SURETY/PROPERTY,WHITE,2015
42996,GAUL_D,2925.11(A),1,1,1500.0,PERSONAL,WHITE,2015
42998,ASTRAB_M,2925.11(A),1,2,1500.0,PERSONAL,WHITE,2015
42999,RUSSO_JD,2913.02(A)(1),1,0,2500.0,PERSONAL,HISPANIC,2015
43010,MCCLELLAND_RC,2919.25(A),1,14,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43011,FRIEDLAND_CB,2919.25(A),1,1,10000.0,PERSONAL,WHITE,2015
43024,CORRIGAN_BJ,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43026,RUSSO_MJ,2919.21(B),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43028,CLANCY_M,2919.21(A)(2),1,7,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43034,ROOM_A,2903.11,1,3,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43038,ROOM_A,2907.02,1,1,,CASH/SURETY/PROPERTY,HISPANIC,2015
43045,BURNSIDE_JR,2903.13(A),1,10,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43046,CLANCY_M,2913.51(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43047,CALABRESE_DR,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
43052,RUSSO_JD,2921.34.(A)(3),1,3,20000.0,CASH/SURETY/PROPERTY,WHITE,2015
43054,GAUL_D,2950.05.E(1),1,4,10000.0,PERSONAL,BLACK,2015
43056,WILLIAMS_CC,2950.05.E(1),1,3,10000.0,CASH/SURETY/PROPERTY,HISPANIC,2015
43059,GALLAGHER_SM,2950.06.F,1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43060,FUERST_NA,2950.05.F(1),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43062,BURNSIDE_JR,2950.06.F,1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43063,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43068,BURNSIDE_JR,2921.31(A),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43070,SYNENBERG_J,2903.12(A)(1),1,4,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43078,MCCORMICK_T,2921.12(A)(1),1,1,1500.0,PERSONAL,BLACK,2015
43082,MCCORMICK_T,2923.12(A)(2),1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43085,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43088,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,OTHER,2015
43092,CORRIGAN_BJ,2925.03(A)(1),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43095,GALLAGHER_SM,2913.02(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43100,FRIEDLAND_CB,2919.25(A),1,9,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43102,ODONNELL_JP,2925.03(A)(2),1,13,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43103,ROOM_A,2925.11(A),1,0,7500.0,CASH/SURETY/PROPERTY,BLACK,2015
43116,CALABRESE_DR,2913.02(A)(1),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43117,SUTULA_KA,2921.34.(A)(3),1,15,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43121,SUTULA_JD,2925.11(A),1,1,1500.0,PERSONAL,BLACK,2015
43122,ROOM_A,2925.11,1,0,2500.0,PERSONAL,WHITE,2015
43130,GALLAGHER_SM,2913.51(A),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43131,BURNSIDE_JR,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43138,CORRIGAN_BJ,2903.13(A),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43143,DONNELLY_MP,2925.11(A),1,6,1000.0,CASH/SURETY/PROPERTY,BLACK,2015
43144,WILLIAMS_CC,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2015
43146,ODONNELL_JP,2911.02(A)(3),1,0,5000.0,PERSONAL,BLACK,2015
43152,SYNENBERG_J,2903.12(A)(1),1,1,5000.0,PERSONAL,BLACK,2015
43153,DONNELLY_MP,2913.51(A),1,8,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43156,ASTRAB_M,2925.11(A),1,2,2500.0,PERSONAL,HISPANIC,2015
43159,CORRIGAN_PJ,2913.02(A)(3),1,0,1500.0,PERSONAL,BLACK,2015
43160,RUSSO_JJ,2913.46(B),1,1,1500.0,PERSONAL,BLACK,2015
43161,ROOM_A,2923.12,1,3,,CASH/SURETY/PROPERTY,BLACK,2015
43162,ROOM_A,2903.11,1,19,,CASH/SURETY/PROPERTY,BLACK,2015
43163,ROOM_A,2903.11,1,2,,CASH/SURETY/PROPERTY,BLACK,2015
43164,CLANCY_M,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
43166,GALLAGHER_HL,2921.22(A)(1),1,5,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43171,WILLIAMS_CC,2919.25(A),1,4,5000.0,PERSONAL,BLACK,2015
43172,RUSSO_NM,2919.25(A),1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43174,WILLIAMS_CC,2911.02(A)(3),1,5,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43179,RUSSO_MJ,2903.13(A),1,0,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43184,Judge2_NO,2907.02,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43186,MCDONNELL_NR,2923.12(A),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43190,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,WHITE,2015
43192,AMBROSE_D,2925.11(A),1,5,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43195,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43198,ROOM_A,2925.11,1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43201,ASTRAB_M,2925.11(A),1,21,2500.0,PERSONAL,BLACK,2015
43205,MCDONNELL_NR,2925.11(A),1,5,1500.0,PERSONAL,OTHER,2015
43206,MATIA_DT,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2015
43207,SUTULA_KA,2913.51(A),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43209,RUSSO_MJ,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43210,CORRIGAN_PJ,2950.06.F,1,16,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43213,RUSSO_MJ,2921.34.(A)(3),1,7,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43214,SHEEHAN_BJ,2921.331(B),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43216,SHEEHAN_BJ,2950.06.F,1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43220,WILLIAMS_CC,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43221,RUSSO_NM,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43228,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43230,SUTULA_KA,2921.34.(A)(3),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43231,JACKSON_ME,2925.11(A),1,3,1500.0,PERSONAL,BLACK,2015
43232,SHEEHAN_BJ,2903.13(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43234,ASTRAB_M,2909.06,1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43236,ROOM_A,2913.02,1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43240,MCDONNELL_NR,2925.11(A),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43245,MATIA_DT,2925.11(A),1,2,2500.0,PERSONAL,WHITE,2015
43247,DONNELLY_MP,2913.51(A),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43254,GALLAGHER_SM,2919.21(B),1,0,1500.0,PERSONAL,WHITE,2015
43258,CALABRESE_DR,2923.12(A)(2),1,1,1500.0,PERSONAL,BLACK,2015
43259,RUSSO_MJ,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43264,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43268,SAFFOLD_SS,2913.31(A)(3),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43271,SUTULA_KA,2903.13,1,3,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43282,RUSSO_JD,2919.25(A),1,7,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43283,MCDONNELL_NR,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43286,SYNENBERG_J,2913.02(A)(1),1,10,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43288,GAUL_D,2925.22(A),1,5,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43293,VILLANUEVA_JA,2925.11(A),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43294,RUSSO_MJ,2903.34(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43296,CLANCY_M,2921.32(A)(5),1,0,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43298,CORRIGAN_BJ,2921.34.(A)(3),1,2,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43299,SHEEHAN_BJ,2913.49(B)(2),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43304,Judge2_NO,2919.25(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43309,CLANCY_M,2925.11(A),1,0,2000.0,CASH/SURETY/PROPERTY,WHITE,2015
43312,GALLAGHER_HL,2923.12(A)(2),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43313,RUSSO_NM,2925.11(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43314,ODONNELL_JP,2913.51(A),1,1,2500.0,PERSONAL,HISPANIC,2015
43317,BARKER_PA,2913.02(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43318,Judge2_NO,2913.51,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43322,SYNENBERG_J,2925.23(B)(1),1,5,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43323,SUTULA_JD,2913.02(A)(3),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43324,ODONNELL_JP,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43325,ROOM_A,2923.13,1,1,15000.0,CASH/SURETY/PROPERTY,WHITE,2015
43327,ROOM_A,2913.02,1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43333,GALLAGHER_SM,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2015
43335,MATIA_DT,2925.11(A),1,2,2500.0,PERSONAL,BLACK,2015
43342,SUTULA_KA,2925.11(A),1,7,2500.0,PERSONAL,BLACK,2015
43347,ODONNELL_JP,2919.25(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43348,AMBROSE_D,2925.11(A),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43350,ROOM_A,2925.03,1,11,,CASH/SURETY/PROPERTY,BLACK,2015
43351,GALL_SE,2907.04(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43355,GALL_SE,2911.02(A)(3),1,7,5000.0,PERSONAL,BLACK,2015
43358,SYNENBERG_J,2919.25(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43363,RUSSO_MJ,2925.11(A),1,0,1500.0,PERSONAL,BLACK,2015
43364,GALL_SE,2913.02(A)(1),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43369,ASTRAB_M,2923.13(A)(2),1,2,5000.0,PERSONAL,BLACK,2015
43370,CORRIGAN_PJ,2925.11(A),1,9,5000.0,PERSONAL,BLACK,2015
43372,SUTULA_JD,2925.11(A),1,5,1500.0,PERSONAL,BLACK,2015
43373,CALABRESE_DR,2925.11(A),1,21,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43374,ROOM_A,2925.11,1,2,,CASH/SURETY/PROPERTY,WHITE,2015
43375,FRIEDMAN_SA,2903.13(A),1,9,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43385,GAUL_D,2913.51(A),1,2,10000.0,PERSONAL,BLACK,2015
43388,WILLIAMS_CC,2911.12(A)(3),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43392,GALLAGHER_HL,2911.01(A)(1),1,4,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43395,ROOM_A,2903.11,1,6,,CASH/SURETY/PROPERTY,BLACK,2015
43398,BARKER_PA,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2015
43401,MCDONNELL_NR,2911.02(A)(3),1,0,2500.0,PERSONAL,BLACK,2015
43406,FUERST_NA,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43408,RUSSO_NM,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43410,ROOM_A,2909.05(A),1,15,,CASH/SURETY/PROPERTY,WHITE,2015
43411,SYNENBERG_J,2919.25(A),1,8,10000.0,CASH/SURETY/PROPERTY,WHITE,2015
43416,RUSSO_MJ,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43424,RUSSO_NM,2907.04(A),1,1,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43430,FRIEDMAN_SA,2925.11(A),1,22,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43431,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43433,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2015
43434,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43437,MATIA_DT,2913.51(A),1,0,2500.0,PERSONAL,BLACK,2015
43438,AMBROSE_D,2925.11(A),1,1,1500.0,PERSONAL,WHITE,2015
43442,JACKSON_ME,2913.42(A)(1),1,9,1500.0,PERSONAL,BLACK,2015
43443,GAUL_D,2913.02(A)(3),1,3,2500.0,PERSONAL,WHITE,2015
43446,ODONNELL_JP,2921.34.(A)(3),1,5,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43447,FUERST_NA,2923.13(A)(2),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43449,MASON_L,2919.21(A)(2),1,1,1500.0,PERSONAL,BLACK,2015
43450,Judge2_NO,2911.01,1,1,50000.0,CASH/SURETY/PROPERTY,BLACK,2015
43453,CORRIGAN_PJ,2913.02(A)(1),1,0,2500.0,PERSONAL,WHITE,2015
43458,SAFFOLD_SS,2925.11(A),1,13,1500.0,PERSONAL,WHITE,2015
43464,Judge2_NO,2911.12,1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43465,MCCORMICK_T,2923.12(A)(2),1,2,1500.0,CASH/SURETY/PROPERTY,OTHER,2015
43466,Judge2_NO,2911.13,1,0,,CASH/SURETY/PROPERTY,BLACK,2015
43468,ODONNELL_JP,2925.11(A),1,8,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43469,ODONNELL_JP,2907.22(A)(2),1,0,1000.0,PERSONAL,ASIAN,2015
43470,GALLAGHER_SM,2925.11(A),1,1,3000.0,CASH/SURETY/PROPERTY,WHITE,2015
43474,SHEEHAN_BJ,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43481,SUTULA_KA,2925.11(A),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43484,GALL_SE,2913.31(A)(3),1,3,1000.0,CASH/SURETY/PROPERTY,BLACK,2015
43493,FRIEDLAND_CB,2921.331(B),1,10,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43497,ODONNELL_JP,2925.11(A),1,0,1500.0,PERSONAL,HISPANIC,2015
43500,CLANCY_M,2921.34.(A)(3),1,7,50000.0,CASH/SURETY/PROPERTY,WHITE,2015
43501,BURNSIDE_JR,2950.05.F(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43502,VILLANUEVA_JA,2950.05.F(1),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2015
43504,AMBROSE_D,2909.06(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43506,FRIEDLAND_CB,2919.25(A),1,5,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43508,GALL_SE,2919.25(A),1,1,20000.0,CASH/SURETY/PROPERTY,BLACK,2015
43510,FRIEDLAND_CB,2919.25(A),1,2,15000.0,CASH/SURETY/PROPERTY,BLACK,2015
43513,CLANCY_M,2919.25(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43515,RUSSO_JD,2950.06.F,1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43516,RUSSO_JD,2950.06.F,1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2015
43518,JACKSON_ME,2950.06.F,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43519,DONNELLY_MP,2950.06.F,1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43520,Judge2_NO,2919.25(A),1,2,,PERSONAL,BLACK,2015
43521,SYNENBERG_J,2919.25(A),1,3,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
43529,Judge2_NO,2903.13,1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43539,GALLAGHER_HL,2921.34.(A)(3),1,12,10000.0,CASH/SURETY/PROPERTY,BLACK,2015
43542,CORRIGAN_BJ,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43543,CORRIGAN_BJ,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43544,FRIEDLAND_CB,2919.25(A),1,8,10000.0,PERSONAL,BLACK,2015
43546,RUSSO_MJ,2909.05(A),1,0,3500.0,CASH/SURETY/PROPERTY,WHITE,2015
43550,ASTRAB_M,2925.11(A),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2015
43552,FRIEDLAND_CB,2919.21(B),1,2,1500.0,PERSONAL,WHITE,2015
43553,VILLANUEVA_JA,2913.46(B),1,1,1500.0,PERSONAL,WHITE,2015
43564,Judge2_NO,2919.25,1,4,,CASH/SURETY/PROPERTY,BLACK,2015
43566,SAFFOLD_SS,2921.34.(A)(3),1,4,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43567,CORRIGAN_BJ,2919.21(B),1,7,1500.0,CASH/SURETY/PROPERTY,BLACK,2015
43575,BARKER_PA,2903.13(A),1,0,2500.0,PERSONAL,WHITE,2015
43576,GALLAGHER_SM,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2015
43578,SYNENBERG_J,2923.16.D(1),1,0,2500.0,PERSONAL,BLACK,2015
43579,MCCLELLAND_RC,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2015
43583,GALLAGHER_HL,2925.11(A),1,22,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43584,BURNSIDE_JR,2950.05.E(1),1,0,10000.0,PERSONAL,BLACK,2015
43585,GALLAGHER_SM,2925.03(A)(2),1,1,1500.0,PERSONAL,BLACK,2015
43587,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,ASIAN,2015
43590,ROOM_A,2911.01,1,12,100000.0,CASH/SURETY/PROPERTY,WHITE,2015
43591,RUSSO_NM,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2015
43595,MATIA_DT,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2015
43597,CALABRESE_DR,2911.12(A)(3),1,26,25000.0,CASH/SURETY/PROPERTY,BLACK,2015
43598,SUTULA_KA,2919.25(A),1,1,25000.0,CASH/SURETY/PROPERTY,WHITE,2015
